image_index,label,xpoints,ypoints,ear_length,eye_length,shoulder_length,nose_shoulder_length,nose_shoulder / shoulder,eye / shoulder, ear / shoulder
45,fail,"[321, 341, 288, 0, 184, 388, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[242, 205, 200, 0, 196, 347, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",268.83452159274486,53.23532661682466,294.49108645254444,138.86054155158692,0.4715271461160625,0.18077058717837705,0.91287829737443
46,fail,"[321, 338, 278, 0, 184, 385, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[242, 204, 198, 0, 207, 348, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",276.9566753122228,60.29925372672534,296.4321170183825,141.60508465447137,0.47769818627881705,0.2034167361257486,0.9343005005596206
47,fail,"[318, 333, 278, 0, 181, 381, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[243, 204, 198, 0, 204, 347, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",272.72146963523056,55.326304774492215,292.6841300788275,141.01418368376991,0.4817964802047556,0.18903076418797082,0.9317945238840916
48,fail,"[311, 328, 271, 0, 176, 381, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[245, 204, 198, 0, 198, 347, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",264.9150807334305,57.3149195236284,294.8219801846531,136.74063039199433,0.4638074485028248,0.19440517795766407,0.8985594648252098
49,fail,"[308, 321, 268, 0, 171, 381, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[245, 201, 200, 0, 204, 348, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",266.1897819225975,53.009433122794285,297.88924116187883,137.15137622349985,0.46041064017135525,0.17795014320100244,0.8935864245528249
50,fail,"[301, 318, 263, 0, 166, 376, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[245, 200, 197, 0, 203, 348, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",262.23081436017395,55.08175741568164,294.89828755013144,135.25623830345128,0.4586538613943572,0.18678222201042108,0.889224608724104
51,fail,"[293, 308, 254, 0, 156, 361, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[243, 201, 198, 0, 203, 345, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",256.0175775215444,54.08326913195984,293.43653487594213,140.20074892809953,0.47778900124816776,0.18430993657563785,0.8724802370972056
52,fail,"[286, 306, 251, 0, 159, 371, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[240, 200, 197, 0, 204, 350, 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",258.64454372748713,55.08175741568164,295.0610106401725,137.296212620742,0.4653146558498541,0.18667921355035944,0.8765798746717662
53,fail,"[353, 376, 318, 0, 246, 438, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[231, 200, 196, 0, 208, 371, 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",322.14903383372115,58.137767414994535,289.1729586251107,147.53050532008626,0.5101808482422715,0.20104842337753107,1.1140358191353612
54,fail,"[405, 433, 363, 0, 283, 508, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[173, 124, 126, 0, 142, 316, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",316.6275414426231,70.02856560004639,319.30706224573237,147.2693111276073,0.4612153270016676,0.21931417710440052,0.9916083259033991
55,fail,"[403, 433, 361, 473, 281, 505, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[168, 121, 120, 137, 138, 316, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",192.00260414900626,72.00694410957877,316.26729201736936,152.17834931421748,0.48117005189983375,0.2276774928266188,0.6070896643288093
56,fail,"[400, 435, 358, 470, 283, 505, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[169, 123, 121, 135, 147, 316, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.3846311734236,77.02596964660685,319.2647803939545,150.70003317849668,0.47202210338560197,0.24126046584769298,0.5869254696437286
57,fail,"[393, 430, 351, 465, 278, 493, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 121, 120, 135, 147, 313, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.3846311734236,79.00632886041473,312.1602152741441,148.92951352905172,0.4770931920272397,0.2530954458467108,0.6002835146972827
58,fail,"[395, 433, 351, 465, 278, 498, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 121, 120, 135, 148, 312, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.45132701584163,82.00609733428362,317.1907943178679,147.35162028291376,0.4645520075694491,0.2585387054206323,0.5909734152876774
59,fail,"[398, 433, 356, 0, 276, 498, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 120, 0, 145, 316, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",311.7707491090208,77.00649323271382,314.2689930616764,148.84639733631445,0.47362737216363826,0.2450336970329142,0.9920506190307954
60,fail,"[395, 433, 353, 465, 276, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 121, 120, 135, 147, 315, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",189.38056922503955,80.00624975587844,314.2689930616764,149.7706580075016,0.476568358043864,0.2545788847205074,0.6026065994613504
61,fail,"[395, 433, 353, 468, 276, 500, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 123, 120, 134, 147, 316, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",192.43960091415696,80.05623023850174,316.30997455028194,148.7615541731129,0.47030307654577347,0.2530942324924239,0.6083892902453064
62,fail,"[395, 433, 353, 463, 276, 498, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 123, 120, 134, 145, 313, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.32325002519042,80.05623023850174,314.2292157008956,147.2582765076381,0.4686333069927157,0.2547701685215184,0.5961356890617618
63,fail,"[395, 430, 348, 0, 276, 495, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 120, 0, 144, 312, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",311.30692250574833,82.00609733428362,316.15818825391824,146.93195704134618,0.4647418997838504,0.25938312016268744,0.9846555745560077
64,fail,"[395, 430, 348, 0, 276, 495, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 120, 0, 144, 312, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",311.30692250574833,82.00609733428362,316.15818825391824,146.93195704134618,0.4647418997838504,0.25938312016268744,0.9846555745560077
65,fail,"[393, 428, 348, 0, 273, 493, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 121, 120, 0, 147, 313, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",310.0612842649014,80.00624975587844,314.1926160812822,148.84639733631445,0.4737425060868,0.2546407702184213,0.9868509582818712
66,fail,"[393, 430, 348, 463, 276, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 120, 120, 134, 148, 312, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.52333188166213,82.0,314.1926160812822,147.1640241363357,0.4683879143049756,0.2609864007077316,0.5968419443477612
67,fail,"[393, 430, 351, 465, 276, 493, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 121, 120, 134, 145, 312, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",189.31983519959022,79.00632886041473,312.1938500355188,147.54067235850596,0.47259314154241033,0.25306817815734056,0.6064175677325194
68,fail,"[395, 430, 351, 465, 278, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 120, 134, 145, 313, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.32325002519042,79.00632886041473,314.1926160812822,147.0008503376766,0.46786857110495306,0.25145826100501245,0.5962051316213286
69,fail,"[393, 430, 351, 465, 278, 495, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 120, 119, 133, 145, 313, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187.3846311734236,79.00632886041473,316.22776601683796,146.15402833996743,0.46217961876309516,0.24983994876720575,0.5925622330186087
70,fail,"[395, 433, 353, 465, 276, 493, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 119, 134, 145, 313, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",189.31983519959022,80.02499609497022,312.23068395018447,146.93195704134618,0.47058782046158143,0.25630087050553296,0.606346028533812
71,fail,"[398, 433, 353, 0, 278, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 121, 119, 0, 144, 310, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.0814590485997,80.02499609497022,314.0780157858872,147.27610125203614,0.4689156637834753,0.25479337003174635,0.9968270407758597
72,fail,"[395, 433, 351, 465, 276, 495, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 120, 117, 134, 144, 315, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",189.2643653728826,82.05485969764375,311.2715855968868,149.20623311376772,0.47934421263557836,0.26361178949340125,0.6080361142182441
73,fail,"[395, 433, 348, 465, 273, 498, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 120, 117, 134, 145, 313, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",192.31484602078956,85.05292469985967,314.1926160812822,147.7235593938895,0.47016878129202483,0.2707031303302695,0.6120921886052133
74,fail,"[398, 433, 346, 0, 276, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 117, 116, 0, 145, 312, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",311.7707491090208,87.00574693662483,314.1591953134589,147.73286702694156,0.47024842573695164,0.27694795579614667,0.9923973379099887
75,fail,"[398, 430, 346, 0, 276, 500, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 116, 114, 0, 147, 317, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",312.70593214712125,84.02380615040002,319.35246985110354,149.0385856078888,0.46668994192334656,0.26310679917263735,0.9791874548298274
76,fail,"[395, 433, 348, 0, 278, 498, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 117, 114, 0, 145, 313, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.54266057428293,85.05292469985967,317.1907943178679,146.4257491017205,0.46163303514723747,0.26814436680853093,0.9884986140552078
77,fail,"[398, 433, 346, 0, 278, 500, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 117, 114, 0, 145, 315, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.54266057428293,87.05170877128145,319.22562553780045,148.57742089563945,0.46543074555913416,0.27269649366220255,0.9821976542329789
78,fail,"[398, 433, 346, 0, 276, 495, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[173, 116, 113, 0, 142, 312, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",310.3868553917836,87.05170877128145,309.16176995223714,145.8158084708239,0.47164889919394365,0.2815733290203708,1.0039626032666837
79,fail,"[395, 430, 346, 0, 278, 493, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[173, 116, 114, 0, 145, 313, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.54266057428293,84.02380615040002,312.1602152741441,146.93195704134618,0.47069405341198967,0.26916884996574264,1.0044286402702687
80,fail,"[395, 430, 346, 0, 278, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 117, 114, 0, 144, 313, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.0814590485997,84.0535543567314,314.10189429546585,148.38463532320318,0.4724092341309549,0.267599641655344,0.9967512604495589
81,fail,"[395, 430, 351, 0, 278, 490, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 119, 116, 0, 145, 310, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",313.54266057428293,79.05694150420949,306.10455730027934,146.01369798755184,0.47700595925566963,0.2582677703378882,1.0242992242245745
82,fail,"[398, 433, 348, 0, 276, 495, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 116, 113, 0, 145, 316, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",311.7707491090208,85.05292469985967,314.2689930616764,150.02083188677497,0.47736440819452036,0.27063734118741944,0.9920506190307954
